mc_id,lon,lat,group
mc_-117.39_51.71_1.3_20231019_0,-117.39,51.71,4
mc_-117.40_35.73_1.3_20231019_0,-117.4,35.73,2
mc_-117.40_49.72_1.3_20231019_0,-117.4,49.72,4
mc_-117.40_49.59_1.3_20231019_0,-117.4,49.59,4
mc_-117.40_49.84_1.3_20231019_0,-117.4,49.84,4
mc_-117.40_50.09_1.3_20231019_0,-117.4,50.09,4
mc_-117.40_50.59_1.3_20231019_0,-117.4,50.59,4
mc_-117.40_50.46_1.3_20231019_0,-117.4,50.46,4
mc_-117.40_50.71_1.3_20231019_0,-117.4,50.71,4
mc_-117.40_50.84_1.3_20231019_0,-117.4,50.84,4
mc_-117.40_51.34_1.3_20231019_0,-117.4,51.34,4
mc_-117.40_51.46_1.3_20231019_0,-117.4,51.46,4
mc_-117.40_51.59_1.3_20231019_0,-117.4,51.59,4
mc_-117.40_51.84_1.3_20231019_0,-117.4,51.84,4
mc_-117.40_51.96_1.3_20231019_0,-117.4,51.96,4
mc_-117.49_51.09_1.3_20231019_0,-117.49,51.09,4
mc_-117.47_49.97_1.3_20231019_0,-117.47,49.97,4
mc_-117.50_50.46_1.3_20231019_0,-117.5,50.46,4
mc_-117.49_35.94_1.3_20231019_0,-117.49,35.94,2
mc_-117.51_50.84_1.3_20231019_0,-117.51,50.84,4
mc_-117.52_49.72_1.3_20231019_0,-117.52,49.72,4
mc_-117.52_49.84_1.3_20231019_0,-117.52,49.84,4
mc_-117.52_49.59_1.3_20231019_0,-117.52,49.59,4
mc_-117.52_50.09_1.3_20231019_0,-117.52,50.09,4
mc_-117.52_50.21_1.3_20231019_0,-117.52,50.21,4
mc_-117.52_50.34_1.3_20231019_0,-117.52,50.34,4
mc_-117.52_50.59_1.3_20231019_0,-117.52,50.59,4
mc_-117.52_50.71_1.3_20231019_0,-117.52,50.71,4
mc_-117.52_50.96_1.3_20231019_0,-117.52,50.96,4
mc_-117.52_51.21_1.3_20231019_0,-117.52,51.21,4
mc_-117.52_51.34_1.3_20231019_0,-117.52,51.34,4
mc_-117.52_51.46_1.3_20231019_0,-117.52,51.46,4
mc_-117.52_51.59_1.3_20231019_0,-117.52,51.59,4
mc_-117.52_51.71_1.3_20231019_0,-117.52,51.71,4
mc_-117.52_51.84_1.3_20231019_0,-117.52,51.84,4
mc_-117.52_52.09_1.3_20231019_0,-117.52,52.09,4
mc_-117.52_52.21_1.3_20231019_0,-117.52,52.21,4
mc_-117.52_52.34_1.3_20231019_0,-117.52,52.34,4
mc_-117.58_51.59_1.3_20231019_0,-117.58,51.59,4
mc_-117.58_51.71_1.3_20231019_0,-117.58,51.71,4
mc_-117.60_51.09_1.3_20231019_0,-117.6,51.09,4
mc_-117.62_34.50_1.3_20231019_0,-117.62,34.5,2
mc_-117.62_34.67_1.3_20231019_0,-117.62,34.67,2
mc_-117.62_50.96_1.3_20231019_0,-117.62,50.96,4
mc_-117.62_51.96_1.3_20231019_0,-117.62,51.96,4
mc_-117.63_51.34_1.3_20231019_0,-117.63,51.34,4
mc_-117.63_49.84_1.3_20231019_0,-117.63,49.84,4
mc_-117.63_49.97_1.3_20231019_0,-117.63,49.97,4
mc_-117.63_51.84_1.3_20231019_0,-117.63,51.84,4
mc_-117.64_50.46_1.3_20231019_0,-117.64,50.46,4
mc_-117.65_36.10_1.3_20231019_0,-117.65,36.1,2
mc_-117.65_35.72_1.3_20231019_0,-117.65,35.72,2
mc_-117.65_49.59_1.3_20231019_0,-117.65,49.59,4
mc_-117.65_50.09_1.3_20231019_0,-117.65,50.09,4
mc_-117.65_49.72_1.3_20231019_0,-117.65,49.72,4
mc_-117.65_50.21_1.3_20231019_0,-117.65,50.21,4
mc_-117.65_50.34_1.3_20231019_0,-117.65,50.34,4
mc_-117.65_50.59_1.3_20231019_0,-117.65,50.59,4
mc_-117.65_50.71_1.3_20231019_0,-117.65,50.71,4
mc_-117.65_50.84_1.3_20231019_0,-117.65,50.84,4
mc_-117.65_51.21_1.3_20231019_0,-117.65,51.21,4
mc_-117.65_51.46_1.3_20231019_0,-117.65,51.46,4
mc_-117.66_52.18_1.3_20231019_0,-117.66,52.18,4
mc_-117.67_51.71_1.3_20231019_0,-117.67,51.71,4
mc_-117.67_39.47_1.3_20231019_0,-117.67,39.47,3
mc_-117.69_50.96_1.3_20231019_0,-117.69,50.96,4
mc_-117.68_36.10_1.3_20231019_0,-117.68,36.1,2
mc_-117.73_50.84_1.3_20231019_0,-117.73,50.84,4
mc_-117.70_35.06_1.3_20231019_0,-117.7,35.06,2
mc_-117.76_50.21_1.3_20231019_0,-117.76,50.21,4
mc_-117.76_51.59_1.3_20231019_0,-117.76,51.59,4
mc_-117.76_52.46_1.3_20231019_0,-117.76,52.46,4
mc_-117.77_34.64_1.3_20231019_0,-117.77,34.64,2
mc_-117.77_35.85_1.3_20231019_0,-117.77,35.85,2
mc_-123.71_39.47_1.3_20231019_0,-123.71,39.47,7
mc_-117.77_49.59_1.3_20231019_0,-117.77,49.59,4
mc_-117.77_49.47_1.3_20231019_0,-117.77,49.47,4
mc_-148.14_60.83_1.3_20231019_0,-148.14,60.83,10
mc_-148.17_60.71_1.3_20231019_0,-148.17,60.71,10
mc_-148.38_60.58_1.3_20231019_0,-148.38,60.58,10
mc_-148.28_60.71_1.3_20231019_0,-148.28,60.71,10
mc_-149.02_59.96_1.3_20231019_0,-149.02,59.96,10
mc_-149.10_60.83_1.3_20231019_0,-149.1,60.83,10
mc_-149.14_60.82_1.3_20231019_0,-149.14,60.82,10
mc_-149.26_59.95_1.3_20231019_0,-149.26,59.95,10
mc_-149.29_59.96_1.3_20231019_0,-149.29,59.96,10
mc_-149.30_60.83_1.3_20231019_0,-149.3,60.83,10
mc_-149.39_59.86_1.3_20231019_0,-149.39,59.86,10
mc_-149.45_60.83_1.3_20231019_0,-149.45,60.83,10
mc_-150.88_60.16_1.3_20231019_0,-150.88,60.16,10
mc_-151.01_60.80_1.3_20231019_0,-151.01,60.8,10
mc_-150.95_60.83_1.3_20231019_0,-150.95,60.83,10
mc_-151.06_60.21_1.3_20231019_0,-151.06,60.21,10
mc_-151.19_59.62_1.3_20231019_0,-151.19,59.62,10
mc_-151.26_60.71_1.3_20231019_0,-151.26,60.71,10
mc_-151.26_60.33_1.3_20231019_0,-151.26,60.33,10
mc_-151.29_59.56_1.3_20231019_0,-151.29,59.56,10
mc_-151.33_60.33_1.3_20231019_0,-151.33,60.33,10
mc_-151.43_59.54_1.3_20231019_0,-151.43,59.54,10
mc_-151.63_59.48_1.3_20231019_0,-151.63,59.48,10
mc_-152.68_60.08_1.3_20231019_0,-152.68,60.08,10
mc_-152.73_60.12_1.3_20231019_0,-152.73,60.12,10
mc_-152.75_59.95_1.3_20231019_0,-152.75,59.95,10
mc_-153.76_59.04_1.3_20231019_0,-153.76,59.04,10
mc_-153.77_59.04_1.3_20231019_0,-153.77,59.04,10
mc_-154.01_59.06_1.3_20231019_0,-154.01,59.06,10
mc_-154.30_59.62_1.3_20231019_0,-154.3,59.62,10
mc_-154.68_59.51_1.3_20231019_0,-154.68,59.51,10
mc_-154.73_59.44_1.3_20231019_0,-154.73,59.44,10
mc_-155.13_59.41_1.3_20231019_0,-155.13,59.41,10
mc_-156.38_57.77_1.3_20231019_0,-156.38,57.77,4
mc_-156.39_57.77_1.3_20231019_0,-156.39,57.77,4
mc_-156.49_57.29_1.3_20231019_0,-156.49,57.29,4
mc_-176.19_67.63_1.3_20231019_0,-176.19,67.63,6
mc_-179.78_66.58_1.3_20231019_0,-179.78,66.58,6
mc_-24.18_81.67_1.3_20231019_0,-24.18,81.67,1
mc_-27.69_83.00_1.3_20231019_0,-27.69,83.0,5
mc_-27.70_83.17_1.3_20231019_0,-27.7,83.17,5
mc_-28.50_83.00_1.3_20231019_0,-28.5,83.0,5
mc_-29.32_82.87_1.3_20231019_0,-29.32,82.87,5
mc_-30.92_81.82_1.3_20231019_0,-30.92,81.82,6
mc_-30.95_81.85_1.3_20231019_0,-30.95,81.85,6
mc_-39.17_83.18_1.3_20231019_0,-39.17,83.18,10
mc_-39.31_83.18_1.3_20231019_0,-39.31,83.18,10
mc_-39.42_83.25_1.3_20231019_0,-39.42,83.25,10
mc_-39.92_83.13_1.3_20231019_0,-39.92,83.13,10
mc_-40.10_83.14_1.3_20231019_0,-40.1,83.14,10
mc_-40.14_83.32_1.3_20231019_0,-40.14,83.32,10
mc_-40.57_83.07_1.3_20231019_0,-40.57,83.07,10
mc_-40.60_82.86_1.3_20231019_0,-40.6,82.86,10
mc_-41.02_83.04_1.3_20231019_0,-41.02,83.04,10
mc_-41.25_83.07_1.3_20231019_0,-41.25,83.07,10
mc_-41.54_83.05_1.3_20231019_0,-41.54,83.05,10
mc_-41.79_83.06_1.3_20231019_0,-41.79,83.06,10
mc_-42.00_83.07_1.3_20231019_0,-42.0,83.07,10
mc_-42.19_83.03_1.3_20231019_0,-42.19,83.03,10
mc_-42.92_82.93_1.3_20231019_0,-42.92,82.93,10
mc_-43.12_82.94_1.3_20231019_0,-43.12,82.94,10
mc_-43.17_83.07_1.3_20231019_0,-43.17,83.07,10
mc_-44.34_82.93_1.3_20231019_0,-44.34,82.93,10
mc_-44.34_83.06_1.3_20231019_0,-44.34,83.06,10
mc_-44.67_82.89_1.3_20231019_0,-44.67,82.89,10
mc_-44.81_83.00_1.3_20231019_0,-44.81,83.0,10
mc_-44.92_82.94_1.3_20231019_0,-44.92,82.94,10
mc_-45.08_83.05_1.3_20231019_0,-45.08,83.05,10
mc_-45.23_83.05_1.3_20231019_0,-45.23,83.05,10
mc_-45.48_82.51_1.3_20231019_0,-45.48,82.51,10
mc_-45.55_82.68_1.3_20231019_0,-45.55,82.68,10
mc_-45.81_82.76_1.3_20231019_0,-45.81,82.76,10
mc_-46.05_82.96_1.3_20231019_0,-46.05,82.96,10
mc_-46.42_82.88_1.3_20231019_0,-46.42,82.88,10
mc_-47.62_82.57_1.3_20231019_0,-47.62,82.57,10
mc_-49.47_82.43_1.3_20231019_0,-49.47,82.43,10
mc_-49.75_82.49_1.3_20231019_0,-49.75,82.49,10
mc_-49.79_82.44_1.3_20231019_0,-49.79,82.44,10
mc_-50.44_0.37_1.3_20231019_0,-50.44,0.37,10
mc_-50.53_0.25_1.3_20231019_0,-50.53,0.25,10
mc_-50.98_0.19_1.3_20231019_0,-50.98,0.19,10
mc_-50.82_0.00_1.3_20231019_0,-50.82,0.0,10
mc_-50.61_0.12_1.3_20231019_0,-50.61,0.12,10
mc_-6.38_9.62_1.3_20231019_0,-6.38,9.62,8
mc_-72.47_11.74_1.3_20231019_0,-72.47,11.74,9
mc_-51.23_-0.00_1.3_20231019_0,-51.23,-0.0,10
mc_-73.01_-53.18_1.3_20231019_0,-73.01,-53.18,3
mc_-81.22_8.74_1.3_20231019_0,-81.22,8.74,3
mc_-80.10_77.29_1.3_20231019_0,-80.1,77.29,9
mc_-88.16_13.49_1.3_20231019_0,-88.16,13.49,7
mc_-88.97_75.43_1.3_20231019_0,-88.97,75.43,3
mc_-89.47_75.70_1.3_20231019_0,-89.47,75.7,3
mc_115.71_5.50_1.3_20231019_0,115.71,5.5,10
mc_-91.97_75.70_1.3_20231019_0,-91.97,75.7,3
mc_-90.59_75.95_1.3_20231019_0,-90.59,75.95,3
mc_119.55_-5.00_1.3_20231019_0,119.55,-5.0,8
mc_121.21_14.16_1.3_20231019_0,121.21,14.16,2
mc_15.18_-20.50_1.3_20231018_0,15.18,-20.5,7
mc_15.18_45.47_1.3_20231018_0,15.18,45.47,10
mc_15.18_45.22_1.3_20231018_0,15.18,45.22,10
mc_15.18_46.84_1.3_20231018_0,15.18,46.84,2
mc_15.18_59.83_1.3_20231018_0,15.18,59.83,1
mc_15.18_57.46_1.3_20231018_0,15.18,57.46,2
mc_15.18_6.00_1.3_20231018_0,15.18,6.0,8
mc_15.18_65.75_1.3_20231018_0,15.18,65.75,2
mc_15.18_63.45_1.3_20231018_0,15.18,63.45,1
mc_15.20_53.92_1.3_20231018_0,15.2,53.92,5
mc_15.22_-17.52_1.3_20231018_0,15.22,-17.52,7
mc_15.21_-17.74_1.3_20231018_0,15.21,-17.74,7
mc_15.22_45.59_1.3_20231018_0,15.22,45.59,10
mc_15.22_46.46_1.3_20231018_0,15.22,46.46,2
mc_15.24_58.63_1.3_20231018_0,15.24,58.63,2
mc_15.27_-20.64_1.3_20231018_0,15.27,-20.64,7
mc_15.28_45.34_1.3_20231018_0,15.28,45.34,10
mc_15.28_65.70_1.3_20231018_0,15.28,65.7,2
mc_15.29_-18.62_1.3_20231018_0,15.29,-18.62,3
mc_15.30_46.59_1.3_20231018_0,15.3,46.59,2
mc_15.30_40.31_1.3_20231018_0,15.3,40.31,1
mc_15.31_31.98_1.3_20231018_0,15.31,31.98,7
mc_15.30_63.82_1.3_20231018_0,15.3,63.82,1
mc_15.31_45.34_1.3_20231018_0,15.31,45.34,10
mc_15.31_45.47_1.3_20231018_0,15.31,45.47,10
mc_15.31_5.75_1.3_20231018_0,15.31,5.75,8
mc_15.31_51.34_1.3_20231018_0,15.31,51.34,1
mc_15.31_51.96_1.3_20231018_0,15.31,51.96,1
mc_15.31_52.09_1.3_20231018_0,15.31,52.09,1
mc_15.32_51.59_1.3_20231018_0,15.32,51.59,1
mc_15.31_57.83_1.3_20231018_0,15.31,57.83,2
mc_15.33_-18.72_1.3_20231018_0,15.33,-18.72,3
mc_15.33_-16.40_1.3_20231018_0,15.33,-16.4,7
mc_15.35_-17.41_1.3_20231018_0,15.35,-17.41,7
mc_15.37_-17.49_1.3_20231018_0,15.37,-17.49,7
mc_15.37_59.08_1.3_20231018_0,15.37,59.08,1
mc_15.38_-14.02_1.3_20231018_0,15.38,-14.02,5
mc_15.38_-17.62_1.3_20231018_0,15.38,-17.62,7
mc_15.42_-15.99_1.3_20231018_0,15.42,-15.99,7
mc_15.44_-17.62_1.3_20231018_0,15.44,-17.62,7
mc_15.43_46.72_1.3_20231018_0,15.43,46.72,2
mc_15.43_46.59_1.3_20231018_0,15.43,46.59,2
mc_15.45_-19.27_1.3_20231018_0,15.45,-19.27,6
mc_15.44_65.82_1.3_20231018_0,15.44,65.82,2
mc_15.47_-17.74_1.3_20231018_0,15.47,-17.74,7
mc_15.46_65.95_1.3_20231018_0,15.46,65.95,2
mc_15.47_46.47_1.3_20231018_0,15.47,46.47,2
mc_15.48_-15.49_1.3_20231018_0,15.48,-15.49,7
mc_15.47_65.45_1.3_20231018_0,15.47,65.45,2
mc_15.49_41.85_1.3_20231018_0,15.49,41.85,1
mc_15.49_44.18_1.3_20231018_0,15.49,44.18,3
mc_15.49_65.58_1.3_20231018_0,15.49,65.58,2
mc_15.50_-16.24_1.3_20231018_0,15.5,-16.24,7
mc_15.50_-21.54_1.3_20231018_0,15.5,-21.54,8
mc_15.51_-20.74_1.3_20231018_0,15.51,-20.74,7
mc_15.52_44.07_1.3_20231018_0,15.52,44.07,3
mc_15.53_-15.99_1.3_20231018_0,15.53,-15.99,7
mc_15.53_40.93_1.3_20231018_0,15.53,40.93,1
mc_15.54_-17.37_1.3_20231018_0,15.54,-17.37,7
mc_15.56_-15.49_1.3_20231018_0,15.56,-15.49,7
mc_15.54_65.70_1.3_20231018_0,15.54,65.7,2
mc_15.56_40.80_1.3_20231018_0,15.56,40.8,1
mc_15.56_4.25_1.3_20231018_0,15.56,4.25,8
mc_15.58_-16.12_1.3_20231018_0,15.58,-16.12,7
mc_15.57_-16.37_1.3_20231018_0,15.57,-16.37,7
mc_15.58_-17.49_1.3_20231018_0,15.58,-17.49,7
mc_15.58_-17.99_1.3_20231018_0,15.58,-17.99,7
mc_15.58_45.34_1.3_20231018_0,15.58,45.34,10
mc_15.68_-15.62_1.3_20231018_0,15.68,-15.62,7
mc_15.68_-17.74_1.3_20231018_0,15.68,-17.74,7
mc_15.68_4.75_1.3_20231018_0,15.68,4.75,8
mc_15.68_45.22_1.3_20231018_0,15.68,45.22,10
mc_15.68_5.87_1.3_20231018_0,15.68,5.87,8
mc_15.68_6.12_1.3_20231018_0,15.68,6.12,8
mc_15.68_6.37_1.3_20231018_0,15.68,6.37,8
mc_15.68_60.08_1.3_20231018_0,15.68,60.08,1
mc_15.69_-16.30_1.3_20231018_0,15.69,-16.3,7
mc_15.68_60.33_1.3_20231018_0,15.68,60.33,1
mc_15.69_46.05_1.3_20231018_0,15.69,46.05,2
mc_15.69_57.99_1.3_20231018_0,15.69,57.99,2
mc_15.70_-17.87_1.3_20231018_0,15.7,-17.87,7
mc_15.70_-18.11_1.3_20231018_0,15.7,-18.11,7
mc_15.71_-17.06_1.3_20231018_0,15.71,-17.06,7
mc_15.72_59.58_1.3_20231018_0,15.72,59.58,1
mc_15.73_40.70_1.3_20231018_0,15.73,40.7,1
mc_15.73_40.35_1.3_20231018_0,15.73,40.35,1
mc_15.74_-18.24_1.3_20231018_0,15.74,-18.24,7
mc_15.74_39.97_1.3_20231018_0,15.74,39.97,1
mc_15.74_-21.97_1.3_20231018_0,15.74,-21.97,8
mc_15.74_65.88_1.3_20231018_0,15.74,65.88,2
mc_15.75_45.34_1.3_20231018_0,15.75,45.34,10
mc_15.76_65.68_1.3_20231018_0,15.76,65.68,2
mc_15.77_65.55_1.3_20231018_0,15.77,65.55,2
mc_15.77_66.01_1.3_20231018_0,15.77,66.01,2
mc_15.78_44.09_1.3_20231018_0,15.78,44.09,3
mc_15.78_58.32_1.3_20231018_0,15.78,58.32,2
mc_15.80_-15.74_1.3_20231018_0,15.8,-15.74,7
mc_15.81_-18.93_1.3_20231018_0,15.81,-18.93,7
mc_15.81_-15.74_1.3_20231018_0,15.81,-15.74,7
mc_15.81_4.12_1.3_20231018_0,15.81,4.12,8
mc_15.81_49.83_1.3_20231018_0,15.81,49.83,2
mc_15.81_40.10_1.3_20231018_0,15.81,40.1,1
mc_15.81_5.75_1.3_20231018_0,15.81,5.75,8
mc_15.82_-18.12_1.3_20231018_0,15.82,-18.12,7
mc_15.82_-17.99_1.3_20231018_0,15.82,-17.99,7
mc_15.82_39.85_1.3_20231018_0,15.82,39.85,1
mc_15.82_40.47_1.3_20231018_0,15.82,40.47,1
mc_15.83_-18.99_1.3_20231018_0,15.83,-18.99,7
mc_15.83_50.71_1.3_20231018_0,15.83,50.71,7
mc_15.84_-17.87_1.3_20231018_0,15.84,-17.87,7
mc_15.85_-15.68_1.3_20231018_0,15.85,-15.68,7
mc_15.85_-17.75_1.3_20231018_0,15.85,-17.75,7
mc_15.85_-21.25_1.3_20231018_0,15.85,-21.25,8
mc_15.87_-15.55_1.3_20231018_0,15.87,-15.55,7
mc_15.85_40.54_1.3_20231018_0,15.85,40.54,1
mc_15.87_40.22_1.3_20231018_0,15.87,40.22,1
mc_15.88_-14.17_1.3_20231018_0,15.88,-14.17,3
mc_15.88_-17.40_1.3_20231018_0,15.88,-17.4,7
mc_15.88_-18.24_1.3_20231018_0,15.88,-18.24,7
mc_15.90_-16.24_1.3_20231018_0,15.9,-16.24,7
mc_15.92_-17.62_1.3_20231018_0,15.92,-17.62,7
mc_15.93_-17.88_1.3_20231018_0,15.93,-17.88,7
mc_15.92_45.90_1.3_20231018_0,15.92,45.9,2
mc_15.93_-18.37_1.3_20231018_0,15.93,-18.37,7
mc_15.93_-19.11_1.3_20231018_0,15.93,-19.11,7
mc_15.94_-18.49_1.3_20231018_0,15.94,-18.49,7
mc_15.93_6.62_1.3_20231018_0,15.93,6.62,8
mc_15.94_63.70_1.3_20231018_0,15.94,63.7,1
mc_15.95_-17.74_1.3_20231018_0,15.95,-17.74,7
mc_15.94_65.95_1.3_20231018_0,15.94,65.95,2
mc_15.96_-17.62_1.3_20231018_0,15.96,-17.62,7
mc_15.95_65.96_1.3_20231018_0,15.95,65.96,2
mc_15.95_65.70_1.3_20231018_0,15.95,65.7,2
mc_15.96_-18.08_1.3_20231018_0,15.96,-18.08,7
mc_15.96_-18.24_1.3_20231018_0,15.96,-18.24,7
mc_15.97_39.96_1.3_20231018_0,15.97,39.96,1
mc_15.98_-14.72_1.3_20231018_0,15.98,-14.72,5
mc_15.98_58.29_1.3_20231018_0,15.98,58.29,2
mc_15.99_46.29_1.3_20231018_0,15.99,46.29,2
mc_150.12_-25.38_1.3_20231018_0,150.12,-25.38,2
mc_150.14_-25.40_1.3_20231018_0,150.14,-25.4,2
mc_150.01_68.95_1.3_20231018_0,150.01,68.95,4
mc_150.16_68.93_1.3_20231018_0,150.16,68.93,4
mc_150.16_66.54_1.3_20231018_0,150.16,66.54,4
mc_150.14_60.21_1.3_20231018_0,150.14,60.21,1
mc_150.19_-25.48_1.3_20231018_0,150.19,-25.48,2
mc_150.21_69.57_1.3_20231018_0,150.21,69.57,4
mc_150.23_67.18_1.3_20231018_0,150.23,67.18,4
mc_150.25_59.83_1.3_20231018_0,150.25,59.83,1
mc_150.26_62.82_1.3_20231018_0,150.26,62.82,8
mc_150.27_70.57_1.3_20231018_0,150.27,70.57,4
mc_150.28_67.90_1.3_20231018_0,150.28,67.9,4
mc_150.28_69.95_1.3_20231018_0,150.28,69.95,4
mc_150.33_62.85_1.3_20231018_0,150.33,62.85,8
mc_150.33_68.97_1.3_20231018_0,150.33,68.97,4
mc_150.37_66.42_1.3_20231018_0,150.37,66.42,4
mc_150.41_70.65_1.3_20231018_0,150.41,70.65,4
mc_150.42_70.45_1.3_20231018_0,150.42,70.45,4
mc_150.50_67.17_1.3_20231018_0,150.5,67.17,4
mc_150.51_59.71_1.3_20231018_0,150.51,59.71,1
mc_150.52_70.60_1.3_20231018_0,150.52,70.6,4
mc_150.60_70.07_1.3_20231018_0,150.6,70.07,4
mc_150.64_70.57_1.3_20231018_0,150.64,70.57,4
mc_150.68_-30.75_1.3_20231018_0,150.68,-30.75,9
mc_150.72_-30.68_1.3_20231018_0,150.72,-30.68,9
mc_150.76_70.44_1.3_20231018_0,150.76,70.44,4
mc_150.92_70.15_1.3_20231018_0,150.92,70.15,4
mc_150.80_67.29_1.3_20231018_0,150.8,67.29,4
mc_150.88_66.51_1.3_20231018_0,150.88,66.51,4
mc_150.94_62.49_1.3_20231018_0,150.94,62.49,8
mc_151.00_62.63_1.3_20231018_0,151.0,62.63,8
mc_150.94_66.12_1.3_20231018_0,150.94,66.12,4
mc_151.00_69.56_1.3_20231018_0,151.0,69.56,4
mc_151.00_70.32_1.3_20231018_0,151.0,70.32,4
mc_151.05_70.33_1.3_20231018_0,151.05,70.33,4
mc_151.22_70.57_1.3_20231018_0,151.22,70.57,4
mc_151.26_60.01_1.3_20231018_0,151.26,60.01,6
mc_151.26_62.08_1.3_20231018_0,151.26,62.08,8
mc_151.28_63.03_1.3_20231018_0,151.28,63.03,8
mc_151.39_69.68_1.3_20231018_0,151.39,69.68,4
mc_151.28_61.62_1.3_20231018_0,151.28,61.62,8
mc_151.47_70.57_1.3_20231018_0,151.47,70.57,4
mc_151.51_69.08_1.3_20231018_0,151.51,69.08,4
mc_151.52_69.68_1.3_20231018_0,151.52,69.68,4
mc_151.62_69.25_1.3_20231018_0,151.62,69.25,4
mc_151.66_68.40_1.3_20231018_0,151.66,68.4,4
mc_151.67_69.39_1.3_20231018_0,151.67,69.39,4
mc_151.68_68.68_1.3_20231018_0,151.68,68.68,4
mc_151.72_61.77_1.3_20231018_0,151.72,61.77,8
mc_151.76_69.58_1.3_20231018_0,151.76,69.58,4
mc_151.80_67.89_1.3_20231018_0,151.8,67.89,4
mc_151.87_59.83_1.3_20231018_0,151.87,59.83,6
mc_151.92_68.39_1.3_20231018_0,151.92,68.39,4
mc_151.97_68.12_1.3_20231018_0,151.97,68.12,4
mc_152.00_68.70_1.3_20231018_0,152.0,68.7,4
mc_152.04_68.30_1.3_20231018_0,152.04,68.3,4
mc_152.04_69.08_1.3_20231018_0,152.04,69.08,4
mc_152.10_68.57_1.3_20231018_0,152.1,68.57,4
mc_152.10_69.09_1.3_20231018_0,152.1,69.09,4
mc_152.13_59.33_1.3_20231018_0,152.13,59.33,2
mc_152.13_62.43_1.3_20231018_0,152.13,62.43,8
mc_152.16_68.07_1.3_20231018_0,152.16,68.07,4
mc_152.23_62.15_1.3_20231018_0,152.23,62.15,8
mc_152.28_63.27_1.3_20231018_0,152.28,63.27,2
mc_152.32_68.34_1.3_20231018_0,152.32,68.34,4
mc_152.37_68.78_1.3_20231018_0,152.37,68.78,4
mc_152.40_68.58_1.3_20231018_0,152.4,68.58,4
mc_152.47_66.36_1.3_20231018_0,152.47,66.36,1
mc_152.48_69.54_1.3_20231018_0,152.48,69.54,4
mc_152.49_69.79_1.3_20231018_0,152.49,69.79,4
mc_152.51_66.33_1.3_20231018_0,152.51,66.33,1
mc_152.51_67.40_1.3_20231018_0,152.51,67.4,4
mc_152.55_68.46_1.3_20231018_0,152.55,68.46,4
mc_152.63_67.82_1.3_20231018_0,152.63,67.82,4
mc_152.64_69.56_1.3_20231018_0,152.64,69.56,4
mc_152.65_70.40_1.3_20231018_0,152.65,70.4,4
mc_152.69_69.65_1.3_20231018_0,152.69,69.65,4
mc_152.72_69.20_1.3_20231018_0,152.72,69.2,4
mc_152.76_61.32_1.3_20231018_0,152.76,61.32,6
mc_152.83_61.96_1.3_20231018_0,152.83,61.96,8
mc_152.86_69.30_1.3_20231018_0,152.86,69.3,4
mc_152.86_69.40_1.3_20231018_0,152.86,69.4,4
mc_152.86_70.43_1.3_20231018_0,152.86,70.43,4
mc_152.92_69.54_1.3_20231018_0,152.92,69.54,4
mc_152.94_68.32_1.3_20231018_0,152.94,68.32,4
mc_152.97_69.39_1.3_20231018_0,152.97,69.39,4
mc_152.97_69.73_1.3_20231018_0,152.97,69.73,4
mc_152.98_62.06_1.3_20231018_0,152.98,62.06,8
mc_153.01_69.70_1.3_20231018_0,153.01,69.7,4
mc_153.03_-30.89_1.3_20231018_0,153.03,-30.89,4
mc_153.08_61.96_1.3_20231018_0,153.08,61.96,8
mc_153.08_68.28_1.3_20231018_0,153.08,68.28,4
mc_153.08_68.55_1.3_20231018_0,153.08,68.55,4
mc_153.17_69.75_1.3_20231018_0,153.17,69.75,4
mc_153.20_68.92_1.3_20231018_0,153.2,68.92,4
mc_153.25_66.74_1.3_20231018_0,153.25,66.74,4
mc_153.26_66.74_1.3_20231018_0,153.26,66.74,4
mc_153.26_70.30_1.3_20231018_0,153.26,70.3,4
mc_153.26_70.31_1.3_20231018_0,153.26,70.31,4
mc_153.27_-27.78_1.3_20231018_0,153.27,-27.78,8
mc_153.29_69.41_1.3_20231018_0,153.29,69.41,4
mc_153.36_60.08_1.3_20231018_0,153.36,60.08,7
mc_153.38_63.19_1.3_20231018_0,153.38,63.19,6
mc_153.51_70.20_1.3_20231018_0,153.51,70.2,4
mc_153.52_60.58_1.3_20231018_0,153.52,60.58,1
mc_153.57_69.95_1.3_20231018_0,153.57,69.95,4
mc_153.54_67.86_1.3_20231018_0,153.54,67.86,4
mc_153.67_69.94_1.3_20231018_0,153.67,69.94,4
mc_153.70_62.29_1.3_20231018_0,153.7,62.29,8
mc_153.90_64.82_1.3_20231018_0,153.9,64.82,9
mc_153.94_68.09_1.3_20231018_0,153.94,68.09,4
mc_154.00_70.55_1.3_20231018_0,154.0,70.55,4
mc_154.19_70.78_1.3_20231018_0,154.19,70.78,4
mc_154.21_70.20_1.3_20231018_0,154.21,70.2,4
mc_154.24_70.05_1.3_20231018_0,154.24,70.05,4
mc_154.26_70.45_1.3_20231018_0,154.26,70.45,4
mc_154.31_70.32_1.3_20231018_0,154.31,70.32,4
mc_154.27_67.53_1.3_20231018_0,154.27,67.53,4
mc_154.35_70.07_1.3_20231018_0,154.35,70.07,4
mc_154.37_70.73_1.3_20231018_0,154.37,70.73,4
mc_154.38_70.04_1.3_20231018_0,154.38,70.04,4
